image_id,image_prompt
295,"**Prompt:**

A determined woman of East Asian descent, with pale skin, freckles, cat-like golden-brown eyes, and deep red lips, aims a stylized double-barreled shotgun directly at the viewer. She wears a wide-brimmed black hat with pink and red flowers, a detailed gold necklace with a turquoise gem, and dark, ornate layered clothing. Her long dark hair flows in a dramatic downpour, with water splashing dynamically around her. The mood is dark and moody, with out-of-focus background lights. (Chinese characters in top left, C29 in bottom right)"
296,"Anime style, young woman, dynamic pose, dark wavy hair, expressive hazel eyes, rosy lips. Wearing a white tank top with blue Japanese characters, high-waisted blue jeans, black belt, and a vibrant red vinyl jacket with white designs. Adorned with intricate dangle earrings. Plain light background with scattered blue glowing bubbles. Bright, even lighting, detailed textures, subtle glow on skin. Fashionable, edgy, elegant."
297,"Miniature whimsical amusement park inside a display case, snow and ice-themed with cool blue, purple, and pink lighting. Features: large Ferris wheel with blue/pink gondolas, purple roller coaster with orange carts, white carousel with horse figures, illuminated pink candy-like house, pastel trees, light blue river, and colorful gummy-like forms in snow. Frosty atmosphere, white display case. Magical winter wonderland funfair."
298,"Here's a concise prompt:

**Stylish anime male character in a cool pose, looking down, shadowed by a black wide-brim fedora. He wears a black leather trench coat with sharp lapels and shoulder straps, a white unbuttoned shirt, black bow tie, dark tailored pants with a silver chain, and a black glove holding a lit cigarette with wisps of smoke. Dark spiky hair, striking blue-green eyes, small hoop earrings, a sword hilt visible. Stark white background with bold black calligraphic brushstrokes and ink splatters, forming sweeping arcs that frame the character. Pervasive glitch effect and chromatic aberration with vibrant red and cyan digital distortion, horizontal lines, and blocky artifacts. Monochromatic palette with red and cyan accents, blue-green eyes, and glowing orange ember. Mysterious, film noir, cyberpunk aesthetic.**"
299,"**Prompt:** A sleek, silver female robot in a glowing, blue and white liquid-filled cylindrical chamber, subtly angled in a graceful pose. Futuristic laboratory with crisp blue aura and mechanical structures. Cool blue and muted gray sci-fi atmosphere, metallic textures, transparent surfaces, ethereal light."
300,"**Prompt:**

Vertical shot: Young East Asian woman in a dark navy Japanese school uniform with a red bow, black hair, serious expression, leaning on graffiti-covered ground, hand outstretched. Towering RX-78-2 Gundam-like robot with glowing green eyes behind her. Futuristic urban alleyway at night, tall buildings, neon lights, colorful graffiti. Low-angle shot, dramatic lighting, anime aesthetics."
301,"An ethereal woman with shimmering white hair and red floral ornaments, kneeling in a red gown with golden embroidery. Her eyes are closed in peaceful prayer, hands clasped, adorned with a dark, intricate necklace. She is surrounded by red votive candles indoors on a wet, dark wooden floor that reflects the flames. Behind her, through an open window, a calm body of water with floating red candles creates warm reflections, bathed in dim, ambient light. Serene, spiritual, peaceful, rich reds and deep blues."
302,"**A vibrant, whimsical digital painting of a green, gooey monster with white spikes erupting from cracked asphalt. The monster has wide eyes, a broad smile, and sharp teeth. Two orange and white traffic cones, subtly splattered with green goo, frame the scene. A sidewalk with grass and yellow flowers is to the left. Bright, strong lighting casts shadows, giving a cartoon/video game aesthetic.**"
303,"**Full-shot, vertical image of a beautiful woman in a form-fitting, dark grey and silver futuristic armored suit, walking on a stone path through a lush, sunlit green forest. She has long, wavy light brown hair, striking blue eyes, and full lips, with a serene yet intense expression, gazing directly at the viewer. Emphasize intricate suit detailing, mechanical elements, and a faint glowing green chest piece. Soft-focus background with sun-dappled trees and vibrant greenery.**"
304,"futuristic, low-angle, full-body portrait of a sleek, metallic female cyborg or deity with an ethereal glow/halo around her head. Her upper body is luminous silver, transitioning to glossy, dark, liquid-like tendrils pooling around her feet and legs. Her face is minimalist and smooth, with an antler-like silver crown. The background features a stormy sky over a dark, volcanic landscape with debris, against a vibrant, matte red foreground resembling spilled blood, splattered with dark matter."
305,"**Prompt:** High-angle close-up of a cute, chibi-style yellow robot (Bumblebee-like, Autobot insignia, glowing blue eyes) standing on a textured dark surface. Bright yellow paint flows from a squeezed tube in the upper left, guided by a human hand in the upper right, forming a large swirling pool under the robot. Splashes and 3D droplets of yellow paint scatter across the surface, with a splash of reddish-orange paint in the lower right. Bright, even lighting highlights the glossy paint and reflective robot. Artistic, playful scene."
306,"**Portrait of a person with dark hair and fair skin, subtly turned left, holding a vibrant red rose close to their face. Downcast eyes, serene expression. Soft, gradient blue and purple background. Warm orange light highlights their neck and cheek. Wearing a light collared shirt with a silver hoop earring. ""c29"" logo in bottom right. Soft, intimate, romantic mood.**"
307,"**Prompt:**

Close-up, eye-level digital artwork of a woman wearing futuristic, transparent AR glasses with translucent blue tint. Her blue eye is visible, gazing slightly right. The glasses are filled with vibrant data visualizations: ""Anaklyzing"" text, binary code, bar and line graphs, multi-colored pie charts, ""data input"", and circular dials, with a soft glow. Dark, blurred background. Highly detailed, realistic style."
308,"A celestial, winged humanoid figure from behind, with a swirling vortex of reds, oranges, purples, and blues, dotted with glowing stars, forming their body and feathered wings. The figure has dark, shaggy hair and arms reaching downwards, all imbued with the starry pattern. Their lower body transitions into dark, flowing tendrils. The cosmic background features a light beige-brown sky with a swirling white spiral and scattered stars, transitioning to wispy grey and brown clouds. Dominant colors are vibrant purples, blues, and reds for the figure, contrasted with the background's subdued beiges, browns, and greys, with bright white star accents. Digital illustration/vector art style, vertical orientation."
